Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,suv,4,1997,"118,103 SAR",2001,"69,506 SAR",67462,2.49,4WD,standard,Makkah,-2,2,Blue,individual,1
Fourd,suv,4,2005,"138,376 SAR",2010,"68,357 SAR",104944,6.84,4WD,standard,RYD,-3,2,Gray,individual,0
Nesshan,SEDAN,6,2002,"51,744 SAR",2006,"31,734 SAR",67170,16.67,2WD,standard,Makkah,10,1,White,individual,0
Masda,CROSSOVER,4,2000,,2006,"54,718 SAR",132322,16.19,4WD,premium,Mecca,11,1,Black,individual,1
Fourd,crossover,4,1999,"81,916 SAR",2004,"36,419 SAR",89717,7.98,2WD,standard,AdDhahran,6,2,White,individual,0
Wolksvagon,suv,4,2000,"89,522 SAR",2002,"75,153 SAR",12969,7.88,2WD,standard,Medina,3,2,Gray,company,0
Masda,suv,4,2001,"106,532 SAR",2008,"53,132 SAR",243581,9.08,2WD,premium,JED,2,2,Black,company,0
Huendae,suv,8,1992,"63,672 SAR",1998,"31,756 SAR",113874000mts,10.44,2WD,standard,Madinah,3,4,Gray,individual,0
JournalMotors,sedan,4,2009,"83,213 SAR",2012,"44,609 SAR",106757,9.6,2WD,standard,Dhahran,11,2,White,individual,0
JournalMotors,suv,4,2006,,2013,"50,156 SAR",324853000mts,5.65,2WD,standard,Dammam,8,1,White,individual,1
Fourd,SEDAN,4,1998,"80,310 SAR",1999,"57,678 SAR",13158,9.03,4WD,standard,Dammam,8,1,Gray,individual,1
Mercetes,crossover,8,2004,,2010,"75,781 SAR",68368000mts,6.47,4WD,premium,AdDhahran,2,3,Black,company,1
Huendae,sedan,4,2004,"90,442 SAR",2006,"68,630 SAR",37455,25.16,4WD,premium,Makkah,5,1,Black,individual,0
Nesshan,sedan,4,2003,"52,779 SAR",2007,"32,369 SAR",81768,18.95,2WD,standard,Jeddah,-3,3,Black,individual,0
Honta,SUV,4,2001,"106,532 SAR",2003,"77,165 SAR",42086000mts,11.08,2WD,premium,JED,14,2,Blue,company,1
Shevy,SEDAN,4,1996,,2001,"36,035 SAR",110641,6.47,4WD,standard,Madinah,4,2,Black,individual,1
Masda,suv,4,2000,,2006,"35,249 SAR",324073000mts,9.55,2WD,standard,RYD,0,3,Red,individual,0
Honta,suv,4,2006,"100,817 SAR",2009,"65,709 SAR",122396,16.06,4WD,standard,JED,8,3,White,company,0
Masda,suv,4,1999,"73,139 SAR",2001,"56,061 SAR",43962000mts,9.01,2WD,standard,Makkah,3,2,Black,individual,0
Honta,CROSSOVER,8,1999,"70,214 SAR",2002,"48,658 SAR",35182,11.84,4WD,standard,Riyadh,2,3,Black,individual,0
JournalMotors,suv,8,2004,,2012,"42,627 SAR",140244,4.75,2WD,premium,AdDhahran,4,1,Black,individual,1
Huendae,suv,6,1997,"84,359 SAR",2002,"46,060 SAR",57358,10.18,4WD,standard,Riyadh,-2,2,White,individual,0
Huendae,SUV,4,2000,"74,602 SAR",2003,"44,202 SAR",109204,11.82,2WD,standard,Makkah,-2,2,Gray,individual,0
Geep,suv,4,2002,"130,395 SAR",2009,"55,604 SAR",313709,6.0,4WD,standard,Dammam,5,3,Silver,individual,1
Masda,SUV,6,1996,"68,921 SAR",2001,"35,561 SAR",110518,4.38,2WD,standard,Dhahran,6,1,Brown,individual,1
JournalMotors,sedan,4,1998,"66,925 SAR",1999,"50,863 SAR",20988,9.74,2WD,standard,Dhahran,0,2,Gray,individual,0
Masda,suv,4,2004,,2013,"28,845 SAR",148245,8.85,4WD,standard,Dhahran,7,1,Blue,individual,1
JournalMotors,suv,4,1997,,2001,"72,981 SAR",45179000mts,3.7,2WD,premium,Madinah,-3,2,Silver,individual,1
Fourd,SUV,6,1994,"111,291 SAR",2001,"49,955 SAR",70234,3.65,4WD,standard,Riyadh,11,3,Black,company,1
Wolksvagon,sedan,4,2005,"65,893 SAR",2009,"36,213 SAR",207720,12.06,2WD,standard,Makkah,7,2,Red,company,0
Shevy,CROSSOVER,4,1996,"77,191 SAR",2001,"38,132 SAR",55046000mts,4.27,2WD,standard,Makkah,1,3,Red,individual,0
Honta,suv,4,1996,"68,921 SAR",2001,"37,254 SAR",97917,15.89,2WD,standard,Riyadh,4,3,Silver,individual,0
Shevy,suv,6,1999,"102,395 SAR",2006,"43,773 SAR",72111,3.92,2WD,standard,JED,-3,2,Black,company,0
Masda,crossover,8,1996,,1999,"50,551 SAR",21097,10.35,2WD,premium,Dammam,12,1,White,individual,1
JournalMotors,sedan,4,1996,"77,191 SAR",2003,"32,999 SAR",139687,7.93,4WD,standard,Jeddah,5,3,Gray,individual,0
Honta,SEDAN,4,2001,"50,729 SAR",2005,"31,112 SAR",42360,25.21,2WD,standard,Dammam,5,3,Gray,individual,0
Nesshan,suv,4,2001,"76,094 SAR",2008,"41,642 SAR",345205,15.54,2WD,standard,Riyadh,-5,4,White,individual,1
Toyoda,SUV,4,2000,,2006,"54,048 SAR",62301,9.91,2WD,standard,Jeddah,3,3,White,individual,1
Nesshan,suv,4,2001,"76,094 SAR",2006,"37,392 SAR",78871,10.4,2WD,standard,JED,9,2,Red,individual,0
Nesshan,suv,4,2006,"84,014 SAR",2009,"55,019 SAR",23560000mts,10.55,2WD,standard,Makkah,-5,3,Black,individual,1
Mercetes,crossover,4,2004,"108,530 SAR",2007,"61,243 SAR",61987000mts,4.43,4WD,standard,AdDhahran,-3,1,Black,individual,0
Nesshan,suv,6,2005,"98,840 SAR",2006,"70,986 SAR",42118,9.58,4WD,standard,Dammam,6,2,Silver,individual,0
Fourd,sedan,6,1999,"81,916 SAR",2004,"34,598 SAR",213688,6.53,4WD,standard,Jeddah,-3,2,Gray,individual,0
Toyoda,sedan,4,2007,"68,555 SAR",2013,"37,073 SAR",235853,19.92,2WD,standard,Riyadh,6,3,Silver,individual,0
Shevy,SEDAN,8,2004,"75,368 SAR",2013,"20,298 SAR",163557000mts,6.02,2WD,standard,Dammam,-5,2,Gray,company,1
Masda,suv,4,1993,,1995,"83,422 SAR",86691,9.25,4WD,premium,Riyadh,3,2,White,individual,1
Honta,sedan,8,1998,"57,364 SAR",2000,"39,572 SAR",22229000mts,13.49,4WD,standard,Jeddah,4,2,Black,individual,0
Masda,suv,6,2003,,2008,"38,903 SAR",80865,7.96,2WD,standard,Dhahran,-5,2,Black,company,0
Toyoda,CROSSOVER,4,1999,"84,256 SAR",2004,"58,194 SAR",119218,15.14,4WD,standard,Makkah,1,3,Blue,individual,1
Fourd,crossover,4,1999,"81,916 SAR",2005,"36,770 SAR",131570,3.98,2WD,standard,Madinah,4,2,Black,individual,1
Shevy,SUV,6,2006,"117,620 SAR",2010,"59,333 SAR",73807,4.38,2WD,standard,Dhahran,10,1,Blue,individual,0
Fourd,suv,4,1998,"120,465 SAR",2004,"54,359 SAR",283316000mts,7.75,4WD,standard,Medina,2,1,Gray,company,0
Masda,crossover,4,2002,"62,093 SAR",2005,"36,791 SAR",127513,12.96,2WD,standard,DMM,7,2,Black,individual,0
Shevy,suv,8,2000,,2005,"48,892 SAR",215868,2.5,2WD,standard,Mecca,2,4,Black,individual,1
Toyoda,suv,6,2000,"89,522 SAR",2002,"64,256 SAR",84839,10.64,2WD,standard,Makkah,7,3,Blue,individual,0
Huendae,suv,6,2004,"96,902 SAR",2010,"48,075 SAR",77494,8.78,4WD,standard,Dhahran,10,2,White,individual,1
Huendae,SUV,8,2000,"74,602 SAR",2008,"21,149 SAR",102036,9.56,2WD,standard,JED,5,3,Black,individual,0
Nesshan,crossover,8,1995,"54,055 SAR",2000,"30,989 SAR",46993,10.23,2WD,standard,JED,2,2,White,company,1
Fourd,sedan,4,2005,,2011,"36,515 SAR",115156000mts,5.46,2WD,standard,Medina,1,1,Black,individual,0
Shevy,crossover,6,1995,,1996,"51,763 SAR",7143,3.77,2WD,standard,Riyadh,10,2,Gray,individual,0
Toyoda,SEDAN,4,2001,"102,271 SAR",2006,"60,546 SAR",270560,19.76,4WD,premium,Dammam,3,1,Gray,individual,0
Wolksvagon,suv,6,2003,,2008,"53,686 SAR",38123,5.2,2WD,standard,Dammam,5,2,White,individual,1
Huendae,CROSSOVER,8,1999,"98,299 SAR",2004,"48,304 SAR",121450000mts,9.19,4WD,premium,Makkah,4,2,Black,individual,0
Toyoda,SUV,4,2001,,2004,"121,034 SAR",56123,15.28,4WD,premium,Dhahran,6,1,Silver,individual,1
Honta,suv,6,2005,,2010,"46,141 SAR",234318000mts,10.46,4WD,standard,Makkah,-2,2,White,individual,0
Toyoda,sedan,8,2002,"86,930 SAR",2007,"46,785 SAR",87181,10.27,2WD,premium,AdDhahran,-5,3,Black,individual,0
JournalMotors,sedan,8,2002,,2008,"37,069 SAR",199338,5.78,4WD,standard,DMM,7,3,Black,individual,1
Toyoda,crossover,4,1997,"67,487 SAR",2003,"38,805 SAR",123575,8.18,2WD,standard,RYD,1,3,White,individual,0
Toyoda,SUV,8,2003,"133,003 SAR",2003,"110,126 SAR",561,7.67,2WD,premium,Riyadh,3,2,White,company,0
Fourd,sedan,8,2005,"92,251 SAR",2010,"43,065 SAR",92760,3.85,4WD,standard,Dammam,13,2,White,company,1
Honta,SUV,4,1997,,1998,"73,660 SAR",11235000mts,15.59,4WD,standard,Dammam,5,3,White,individual,1
JournalMotors,SUV,6,1995,"94,597 SAR",2001,"44,933 SAR",140288,3.82,2WD,standard,Medina,1,2,Blue,individual,0
Huendae,suv,4,2007,"102,833 SAR",2015,"30,610 SAR",66785000mts,13.65,4WD,standard,Makkah,-5,3,Gray,individual,1
Toyoda,SUV,4,2002,"93,139 SAR",2003,"80,975 SAR",20552000mts,10.63,2WD,standard,Dammam,7,1,Silver,individual,1
Huendae,SEDAN,4,2000,"69,628 SAR",2007,"36,189 SAR",71707,24.21,2WD,premium,Medina,7,1,Silver,company,0
Huendae,CROSSOVER,4,2001,"73,050 SAR",2006,"37,512 SAR",209794,16.71,4WD,standard,Jeddah,6,1,Black,individual,0
Nesshan,suv,4,2007,,2008,"71,263 SAR",20768,15.12,2WD,standard,AdDhahran,5,1,Red,individual,0
Shevy,suv,6,1999,"122,874 SAR",2004,"54,493 SAR",201631,4.89,4WD,standard,Jeddah,-5,1,White,individual,1
JournalMotors,sedan,4,1994,"61,828 SAR",1999,"28,863 SAR",114923,11.48,2WD,standard,Dammam,-3,1,White,individual,1
Masda,SUV,4,2003,,2009,"52,370 SAR",311789000mts,8.25,2WD,premium,Jeddah,3,2,Silver,individual,0
JournalMotors,sedan,4,2003,"88,668 SAR",2005,"58,109 SAR",35070,5.32,4WD,standard,Riyadh,8,1,Black,individual,1
Shevy,crossover,8,2004,,2009,"40,210 SAR",52135000mts,5.38,2WD,standard,Jeddah,-3,2,Black,individual,0
JournalMotors,suv,6,2003,"133,003 SAR",2006,"83,392 SAR",66909,3.09,4WD,standard,Jeddah,-5,2,White,individual,0
JournalMotors,sedan,6,1997,,2002,"38,797 SAR",97293,8.37,4WD,standard,Medina,-2,4,Blue,individual,1
Toyoda,suv,8,2002,"93,139 SAR",2005,"63,464 SAR",21197,8.08,2WD,standard,Medina,10,4,Silver,individual,1
Huendae,sedan,4,2000,"49,734 SAR",2002,"37,645 SAR",68815000mts,26.59,2WD,standard,JED,-5,2,Gray,individual,1
Wolksvagon,sedan,6,2006,"80,653 SAR",2012,"41,737 SAR",128377,13.14,4WD,standard,JED,6,2,White,individual,0
JournalMotors,sedan,4,1994,"61,828 SAR",2000,"25,109 SAR",245680,7.03,2WD,standard,Madinah,10,3,White,individual,0
Masda,CROSSOVER,4,1995,"64,866 SAR",1996,"53,942 SAR",19720,17.46,4WD,standard,Riyadh,5,2,White,individual,0
Masda,CROSSOVER,8,1995,"64,866 SAR",2000,"31,875 SAR",95825,7.79,4WD,standard,Jeddah,-5,2,Black,individual,0
Huendae,CROSSOVER,4,1996,"66,164 SAR",1997,"49,894 SAR",41180,9.49,4WD,standard,Dammam,-2,1,Black,individual,1
Shevy,sedan,4,2004,"90,442 SAR",2011,"38,663 SAR",75998,11.2,4WD,standard,Riyadh,6,3,White,company,0
JournalMotors,suv,4,2003,"110,836 SAR",2007,"55,911 SAR",49197000mts,5.23,2WD,standard,Jeddah,7,3,Gray,individual,0
BeEmW,SEDAN,4,2000,"69,628 SAR",2008,"16,073 SAR",426059000mts,9.74,2WD,standard,Makkah,-2,1,Gray,individual,0
Wolksvagon,SEDAN,4,2004,"64,601 SAR",2008,"45,804 SAR",159642000mts,15.66,2WD,standard,Jeddah,2,3,Brown,individual,0
Masda,CROSSOVER,6,1994,"74,194 SAR",1997,"51,416 SAR",60447,11.72,2WD,premium,Makkah,3,1,Silver,company,0
Huendae,sedan,4,2005,"54,911 SAR",2010,"32,897 SAR",219696,18.54,2WD,standard,Dhahran,-3,3,Red,individual,1
Nesshan,suv,4,1996,,2002,"34,374 SAR",214300,9.63,2WD,standard,Medina,2,2,Red,individual,0
Nesshan,crossover,4,2003,"63,334 SAR",2007,"39,235 SAR",67679,13.88,2WD,standard,Makkah,3,2,White,company,0
Shevy,SUV,4,2006,"117,620 SAR",2011,"55,199 SAR",196799,5.68,2WD,standard,Dammam,2,2,White,individual,0
Shevy,SUV,4,1999,"122,874 SAR",2004,"51,898 SAR",230962,5.16,4WD,standard,Makkah,8,2,Blue,individual,0
JournalMotors,suv,4,2004,,2012,"48,594 SAR",263526,6.82,4WD,premium,Dhahran,7,3,Gray,company,1
Toyoda,SEDAN,4,1993,"62,348 SAR",1999,"30,651 SAR",264744,11.13,4WD,standard,Makkah,8,2,White,individual,0
Huendae,suv,4,1999,"87,767 SAR",2003,"59,808 SAR",90596000mts,16.61,4WD,standard,Medina,1,2,Blue,company,0
Masda,suv,4,1998,"71,705 SAR",2003,"35,147 SAR",218441,11.06,2WD,standard,Dammam,-5,3,Silver,individual,1
Shevy,SEDAN,8,2004,"105,516 SAR",2005,"79,991 SAR",42596,5.84,2WD,premium,RYD,0,3,Red,individual,1
Huendae,SEDAN,4,1995,"45,046 SAR",1995,"37,460 SAR",936,24.44,2WD,standard,Mecca,-2,2,Gray,individual,0
Honta,sedan,6,2000,"49,734 SAR",2002,"39,836 SAR",82627,16.5,2WD,standard,Jeddah,1,2,Silver,individual,0
JournalMotors,CROSSOVER,8,2000,"83,554 SAR",2005,"35,290 SAR",97490000mts,4.34,2WD,standard,Madinah,10,4,Gray,company,0
Shevy,SEDAN,8,1997,,2002,"29,171 SAR",97513,4.4,2WD,standard,Makkah,7,3,Gray,individual,0
Fourd,sedan,4,2005,"76,875 SAR",2012,"32,864 SAR",62775,8.45,2WD,standard,Makkah,9,3,Black,individual,0
Shevy,SEDAN,4,2002,"86,930 SAR",2009,"37,162 SAR",138615,9.83,4WD,standard,Jeddah,9,3,Black,individual,0
Toyoda,crossover,4,2006,"80,653 SAR",2010,"54,040 SAR",158151,17.55,2WD,standard,Madinah,-3,2,Silver,individual,1
JournalMotors,SEDAN,4,2008,"81,581 SAR",2015,"36,619 SAR",153784,7.98,2WD,standard,Dammam,-5,2,Silver,company,1
Nesshan,suv,4,1997,"70,299 SAR",2001,"41,154 SAR",78286,10.35,2WD,standard,JED,7,2,White,individual,1
Shevy,CROSSOVER,4,1997,,2002,"61,749 SAR",56278,4.38,4WD,premium,JED,-2,2,Gray,individual,1
Fourd,sedan,4,2007,"79,981 SAR",2012,"35,559 SAR",69450,9.71,2WD,standard,Madinah,-3,3,Red,individual,0
Fourd,crossover,4,2003,"148,963 SAR",2007,"79,319 SAR",167126,9.4,4WD,premium,Riyadh,2,2,Blue,company,0
Honta,CROSSOVER,6,2004,,2008,"39,521 SAR",160107,15.3,2WD,standard,RYD,-5,3,Silver,individual,1
JournalMotors,crossover,4,1995,"105,949 SAR",1999,"56,118 SAR",75582000mts,5.86,2WD,premium,Jeddah,11,1,Silver,company,1
Huendae,SUV,4,2002,,2011,"35,118 SAR",398465000mts,12.2,4WD,premium,Riyadh,8,3,Blue,individual,0
JournalMotors,sedan,4,2004,"75,368 SAR",2008,"38,019 SAR",86541,9.41,2WD,standard,Makkah,8,1,Blue,individual,0
Nesshan,crossover,4,1991,"69,914 SAR",1991,"47,569 SAR",944000mts,14.65,2WD,premium,Makkah,6,2,Black,individual,0
Toyoda,CROSSOVER,4,1999,"70,214 SAR",2008,"25,180 SAR",88438000mts,18.95,2WD,standard,AdDhahran,6,3,Red,individual,1
Toyoda,SUV,4,2005,"98,840 SAR",2007,"74,491 SAR",70923,13.17,2WD,standard,Dammam,4,2,White,individual,1
Fourd,SEDAN,4,1995,,1999,"33,403 SAR",46025,7.1,2WD,standard,Makkah,8,3,Black,individual,1
Shevy,crossover,8,2004,"108,530 SAR",2012,"26,446 SAR",183652000mts,3.87,4WD,standard,Dhahran,8,4,Black,company,0
Masda,sedan,4,2005,"65,893 SAR",2010,"37,398 SAR",41653,16.39,4WD,standard,Jeddah,10,2,Silver,individual,1
Huendae,crossover,4,1999,,2005,"33,176 SAR",113246000mts,13.41,4WD,standard,Mecca,4,1,Red,company,0
Huendae,suv,4,1996,"96,489 SAR",2001,"45,043 SAR",215004,14.03,2WD,premium,Jeddah,-5,2,Gray,company,0
Mercetes,suv,6,1997,,2001,"52,405 SAR",84228000mts,5.61,2WD,standard,Dammam,2,4,Gray,individual,0
Fourd,CROSSOVER,4,2002,"146,043 SAR",2005,"86,990 SAR",97002,8.87,4WD,premium,AdDhahran,2,3,Gray,individual,0
Fourd,crossover,4,2006,"94,096 SAR",2006,"57,925 SAR",1191,7.8,2WD,standard,Medina,4,2,Red,individual,0
Shevy,crossover,4,2005,,2010,"51,678 SAR",46263,3.92,4WD,standard,Riyadh,12,1,Black,individual,1
Toyoda,sedan,4,1997,"67,487 SAR",2001,"47,850 SAR",70157,18.58,4WD,standard,Dammam,3,4,White,individual,0
Toyoda,SEDAN,4,2004,"64,601 SAR",2009,"40,369 SAR",195198,16.21,2WD,standard,Dammam,-3,2,Blue,individual,0
Nesshan,SEDAN,6,1998,"80,310 SAR",2006,"21,629 SAR",150253000mts,11.32,4WD,premium,JED,10,4,Red,company,0
Geep,suv,4,2006,,2011,"73,211 SAR",35822000mts,5.87,4WD,standard,Jeddah,3,2,Blue,individual,1
JournalMotors,CROSSOVER,4,2004,"126,619 SAR",2011,"48,716 SAR",356463,5.17,2WD,premium,Medina,5,2,Silver,individual,0
Huendae,SEDAN,4,1999,,2002,"46,833 SAR",60470000mts,22.76,2WD,premium,Dammam,6,1,White,company,0
Honta,sedan,8,1997,"46,866 SAR",2004,"21,036 SAR",282673000mts,10.35,2WD,standard,Riyadh,8,2,Gray,individual,0
Mercetes,suv,4,2007,"119,972 SAR",2008,"82,060 SAR",12631,4.32,2WD,standard,AdDhahran,4,2,Blue,company,0
Fourd,sedan,8,2007,"95,978 SAR",2011,"48,295 SAR",188667,6.28,4WD,standard,Mecca,5,3,Brown,individual,1
Shevy,SUV,4,2006,"117,620 SAR",2007,"76,429 SAR",49051000mts,6.0,2WD,standard,Dammam,4,2,Black,individual,0
JournalMotors,suv,6,2004,"113,052 SAR",2012,"27,547 SAR",300994,4.29,2WD,standard,Dhahran,5,2,Black,individual,0
JournalMotors,suv,4,2002,,2007,"50,726 SAR",113147,5.74,2WD,standard,AdDhahran,11,1,Gray,individual,1
Wolksvagon,suv,4,2002,"93,139 SAR",2008,"48,199 SAR",80754000mts,6.39,2WD,standard,Makkah,4,3,Blue,individual,0
JournalMotors,SUV,4,1999,,2005,"43,773 SAR",53781000mts,3.91,2WD,standard,Jeddah,10,2,Blue,individual,0
Shevy,SEDAN,4,2003,"103,447 SAR",2006,"64,699 SAR",120847000mts,5.51,2WD,premium,Dhahran,2,1,Silver,individual,1
Toyoda,suv,6,2002,"111,767 SAR",2005,"89,072 SAR",70948,9.41,4WD,standard,Madinah,3,3,Blue,individual,1
BeEmW,SUV,6,1996,"115,787 SAR",2000,"58,408 SAR",88707000mts,2.53,4WD,standard,Dhahran,-5,3,Red,individual,0
Huendae,suv,4,2000,,2007,"46,529 SAR",56329000mts,15.48,4WD,standard,Madinah,-3,2,Blue,individual,0
Shevy,sedan,4,2002,,2005,"40,878 SAR",61360,8.06,2WD,standard,Riyadh,10,1,White,company,0
Fourd,sedan,6,2006,"78,413 SAR",2010,"39,555 SAR",38731000mts,5.31,2WD,standard,Dhahran,-3,2,Gray,company,0
Nesshan,SUV,4,2003,"79,168 SAR",2005,"60,075 SAR",43596,18.46,2WD,standard,Makkah,12,3,Black,individual,0
Shevy,suv,8,1993,"109,109 SAR",1997,"55,040 SAR",89706,3.57,4WD,standard,Dhahran,12,3,White,company,0
Honta,sedan,4,2005,"65,893 SAR",2009,"40,412 SAR",89018,18.56,4WD,standard,Medina,7,2,Brown,company,0
Toyoda,crossover,8,2005,,2008,"51,313 SAR",147404,7.12,2WD,standard,Riyadh,-3,3,White,individual,0
Shevy,sedan,4,1991,"58,262 SAR",1996,"25,903 SAR",106204,4.77,2WD,standard,Medina,9,2,White,individual,0
JournalMotors,crossover,6,2002,"104,316 SAR",2007,"48,697 SAR",35620,8.7,4WD,standard,Jeddah,5,2,Brown,individual,1
Fourd,SEDAN,6,2007,"79,981 SAR",2013,"34,191 SAR",46655,7.01,2WD,standard,Makkah,9,2,Gray,individual,0
Toyoda,suv,4,2001,"91,313 SAR",2009,"31,502 SAR",75816000mts,6.92,2WD,standard,Jeddah,-3,3,Brown,individual,0
Huendae,sedan,4,2002,,2006,"39,986 SAR",90825,23.93,4WD,standard,Dhahran,-3,1,Silver,individual,1
JournalMotors,crossover,8,2002,,2007,"38,649 SAR",59172,2.7,2WD,standard,Madinah,9,1,Gray,individual,0
Masda,sedan,6,2000,,2004,"36,602 SAR",78822000mts,19.29,4WD,standard,Jeddah,11,2,Red,individual,0
Huendae,crossover,4,2007,"68,555 SAR",2010,"49,385 SAR",63614000mts,18.9,2WD,standard,Dhahran,4,1,Blue,individual,1
Fourd,suv,6,2004,,2007,"63,635 SAR",124772,3.34,2WD,standard,Dammam,4,1,Black,company,1
Shevy,SEDAN,8,2001,"71,021 SAR",2005,"35,826 SAR",42584,2.98,2WD,standard,Makkah,-2,2,Silver,individual,0
JournalMotors,suv,6,2001,"106,532 SAR",2006,"44,995 SAR",246850,6.0,2WD,standard,Jeddah,-5,2,Silver,individual,0
JournalMotors,suv,4,2000,"125,332 SAR",2008,"30,540 SAR",369139,6.24,4WD,standard,Jeddah,6,2,Gray,company,0
Toyoda,sedan,4,2006,"67,211 SAR",2011,"36,172 SAR",91257,14.32,2WD,standard,Makkah,5,2,Blue,individual,0
Honta,suv,4,2002,"77,616 SAR",2008,"44,823 SAR",56964,17.44,2WD,standard,Riyadh,-5,3,White,individual,0
Masda,crossover,4,2007,,2009,"66,044 SAR",85533,11.07,2WD,premium,Dhahran,12,2,Red,individual,1
Honta,SUV,8,2005,,2006,"69,188 SAR",19334,10.96,2WD,standard,Riyadh,-3,2,Red,company,0
Toyoda,sedan,6,2000,"59,681 SAR",2004,"34,621 SAR",158920,15.0,2WD,standard,Riyadh,6,2,Silver,individual,0
Huendae,suv,4,2005,,2006,"69,188 SAR",10988,11.49,2WD,standard,Makkah,3,2,White,individual,0
Nesshan,SEDAN,8,2002,,2006,"32,055 SAR",82079,10.69,2WD,standard,Dammam,1,3,Black,company,0
JournalMotors,suv,4,2005,"161,439 SAR",2006,"110,424 SAR",24323,5.89,2WD,premium,Jeddah,5,2,Silver,individual,0
Honta,crossover,4,1999,,2002,"43,792 SAR",69963000mts,11.61,4WD,standard,Dhahran,5,2,Gray,individual,0
Shevy,sedan,4,1996,"64,326 SAR",2003,"26,124 SAR",274869,6.85,2WD,standard,AdDhahran,4,2,White,individual,0
Huendae,sedan,4,1998,"47,803 SAR",2002,"30,783 SAR",26887000mts,22.02,2WD,standard,Jeddah,-5,2,Black,company,1
Shevy,suv,4,1995,"132,436 SAR",1998,"87,189 SAR",65813000mts,4.62,2WD,premium,Madinah,2,3,Gray,individual,1
Huendae,sedan,6,2005,,2011,"32,691 SAR",67333000mts,11.26,4WD,standard,Dhahran,5,3,White,company,1
Shevy,sedan,6,2003,"103,447 SAR",2007,"49,574 SAR",39154000mts,9.73,2WD,premium,Mecca,7,4,Black,company,0
Huendae,suv,8,1996,"96,489 SAR",2001,"52,682 SAR",107332,5.91,2WD,premium,Medina,2,2,White,individual,0
Honta,suv,6,2004,,2008,"47,524 SAR",166932,9.05,2WD,standard,Jeddah,-2,1,Silver,individual,0
Fourd,suv,4,2000,,2003,"58,937 SAR",56804,2.45,2WD,standard,Medina,-3,3,White,company,0
Shevy,crossover,4,2002,,2007,"68,537 SAR",245099000mts,3.31,4WD,premium,Mecca,3,3,Blue,individual,0
Geep,suv,4,1995,"94,597 SAR",2002,"38,418 SAR",147126,2.81,2WD,standard,Makkah,-2,4,Silver,individual,0
Huendae,sedan,8,2003,"63,334 SAR",2004,"45,372 SAR",45678000mts,11.67,4WD,standard,Makkah,6,4,White,company,1
JournalMotors,sedan,8,2004,"90,442 SAR",2008,"43,342 SAR",167021000mts,4.61,4WD,standard,Mecca,5,2,Black,company,0
Huendae,sedan,6,2007,"95,978 SAR",2010,"56,868 SAR",146068,14.95,4WD,premium,Jeddah,4,3,Gray,individual,0
Toyoda,crossover,6,2004,"77,522 SAR",2010,"40,117 SAR",65075,8.41,2WD,standard,Dhahran,-5,1,White,company,0
Fourd,sedan,4,2004,"75,368 SAR",2008,"39,920 SAR",31330000mts,9.25,2WD,standard,Dammam,5,1,Gray,individual,1
Nesshan,suv,4,1997,"70,299 SAR",2001,"43,550 SAR",78096,14.29,2WD,standard,Jeddah,-5,2,Silver,individual,0
Nesshan,crossover,4,2007,"68,555 SAR",2013,"29,233 SAR",211276,11.59,2WD,standard,Makkah,9,4,Silver,individual,0
Toyoda,sedan,4,2003,,2010,"47,950 SAR",245688,17.68,2WD,premium,Madinah,-2,2,Black,individual,0
Toyoda,SUV,4,1994,"111,291 SAR",1998,"79,286 SAR",70784,9.8,2WD,premium,JED,2,3,Silver,company,1
BeEmW,sedan,6,1996,"77,191 SAR",2001,"36,035 SAR",71221,8.97,4WD,standard,JED,-3,1,Red,individual,1
Wolksvagon,suv,4,2004,"96,902 SAR",2004,"72,211 SAR",700,9.8,2WD,standard,RYD,7,2,Red,individual,0
Toyoda,SUV,6,2005,"118,608 SAR",2009,"68,806 SAR",171086,9.05,4WD,standard,RYD,6,2,Gray,individual,0
Huendae,SEDAN,4,2001,,2006,"27,421 SAR",104491,18.75,2WD,standard,Riyadh,13,2,Red,individual,0
Shevy,suv,4,2002,"152,128 SAR",2007,"64,254 SAR",187296000mts,3.51,2WD,premium,Makkah,8,2,Black,individual,0
JournalMotors,crossover,4,2004,,2005,"82,482 SAR",8621,11.54,4WD,standard,Madinah,2,1,Red,individual,0
Masda,suv,4,2002,"77,616 SAR",2009,"34,839 SAR",137749000mts,11.91,2WD,standard,Makkah,-3,4,Red,individual,0
Wolksvagon,sedan,4,2005,,2013,"20,459 SAR",65635000mts,8.62,2WD,standard,Jeddah,4,2,White,individual,0
Shevy,crossover,4,1997,"78,735 SAR",2001,"39,717 SAR",43664,11.52,2WD,standard,AdDhahran,-2,2,White,company,0
Nesshan,crossover,4,1996,"55,136 SAR",2002,"28,656 SAR",42250000mts,15.94,2WD,standard,Riyadh,9,2,Gray,individual,0
BeEmW,crossover,6,2000,,2008,"22,503 SAR",105364,8.08,2WD,standard,Jeddah,8,3,Black,company,1
Wolksvagon,suv,4,1997,"101,231 SAR",2005,"29,860 SAR",283474,8.71,4WD,standard,Riyadh,-2,3,Gray,company,0
BeEmW,suv,6,2005,"115,313 SAR",2009,"64,632 SAR",72591,2.79,2WD,standard,Makkah,-2,2,Black,individual,0
